회사명,시장구분,종목코드,업종,상장일,결산월,지역
비케이홀딩스,코스닥,50090,광고업,2004-06-29,12월,경상북도
YBM넷,코스닥,57030,교육지원 서비스업,2004-06-08,12월,서울특별시
CS,코스닥,65770,통신 및 방송 장비 제조업,2004-06-04,12월,경기도
아미노로직스,코스닥,74430,기초 의약물질 제조업,2004-06-04,12월,서울특별시
테라젠이텍스,코스닥,66700,의약품 제조업,2004-05-27,12월,경기도
디에이피,코스닥,66900,전자부품 제조업,2004-05-14,12월,경기도
한양디지텍,코스닥,78350,반도체 제조업,2004-05-14,12월,경기도
STX엔진,유가,77970,일반 목적용 기계 제조업,2004-05-10,12월,경상남도
동국알앤에스,코스닥,75970,기타 비금속 광물제품 제조업,2004-02-13,12월,경상남도
빛과전자,코스닥,69540,통신 및 방송 장비 제조업,2004-02-13,12월,대전광역시
듀오백,코스닥,73190,가구 제조업,2004-02-06,12월,인천광역시
삼진엘앤디,코스닥,54090,그외 기타 제품 제조업,2004-02-06,12월,경기도
폴라리스AI파마,코스닥,41910,의약품 제조업,2004-02-06,12월,경기도
NICE,유가,34310,회사 본부 및 경영 컨설팅 서비스업,2004-02-04,12월,서울특별시
대교,유가,19680,초등 교육기관,2004-02-03,12월,서울특별시
세진티에스,코스닥,67770,전자부품 제조업,2004-01-09,12월,경기도
한솔인티큐브,코스닥,70590,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2004-01-08,12월,서울특별시
리튬포어스,코스닥,73570,그외 기타 제품 제조업,2004-01-06,12월,서울특별시
테라사이언스,코스닥,73640,기타 금속 가공제품 제조업,2004-01-06,12월,경상남도
우주일렉트로,코스닥,65680,전자부품 제조업,2004-01-02,12월,경기도
푸른소나무,코스닥,57880,비거주 복지시설 운영업,2003-12-29,12월,경기도
기업은행,유가,24110,은행 및 저축기관,2003-12-24,12월,서울특별시
이엔플러스,유가,74610,일반 목적용 기계 제조업,2003-12-23,12월,경기도
SOOP,코스닥,67160,소프트웨어 개발 및 공급업,2003-12-19,12월,경기도
드림어스컴퍼니,코스닥,60570,영상·오디오물 제공 서비스업,2003-12-19,12월,서울특별시
버킷스튜디오,코스닥,66410,전기 통신업,2003-12-19,12월,서울특별시
원익QnC,코스닥,74600,유리 및 유리제품 제조업,2003-12-12,12월,경상북도
로체시스템즈,코스닥,71280,특수 목적용 기계 제조업,2003-11-14,12월,경기도
에스텍,코스닥,69510,영상 및 음향기기 제조업,2003-11-14,12월,경상남도
오텍,코스닥,67170,자동차 재제조 부품 제조업,2003-11-14,12월,충청남도
키이스트,코스닥,54780,"영화, 비디오물, 방송프로그램 제작 및 배급업",2003-11-14,12월,서울특별시
현대에버다임,코스닥,41440,특수 목적용 기계 제조업,2003-11-14,12월,충청북도
한솔홈데코,유가,25750,제재 및 목재 가공업,2003-11-04,12월,서울특별시
중앙백신,코스닥,72020,기초 의약물질 제조업,2003-10-31,12월,대전광역시
휴비츠,코스닥,65510,의료용 기기 제조업,2003-10-31,12월,경기도
우리산업홀딩스,코스닥,72470,자동차 신품 부품 제조업,2003-10-28,12월,경기도
디지털대성,코스닥,68930,일반 교습 학원,2003-10-17,12월,서울특별시
이수페타시스,유가,7660,전자부품 제조업,2003-10-07,12월,대구광역시
강원랜드,유가,35250,유원지 및 기타 오락관련 서비스업,2003-09-04,12월,강원특별자치도
유아이디,코스닥,69330,전자부품 제조업,2003-08-18,12월,충청북도
티씨케이,코스닥,64760,기타 비금속 광물제품 제조업,2003-08-18,12월,경기도
YG PLUS,유가,37270,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2003-08-01,12월,서울특별시
아모텍,코스닥,52710,전자부품 제조업,2003-08-01,12월,인천광역시
농심홀딩스,유가,72710,기타 금융업,2003-07-30,12월,서울특별시
웰크론,코스닥,65950,직물직조 및 직물제품 제조업,2003-07-29,12월,서울특별시
파워로직스,코스닥,47310,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2003-07-25,12월,충청북도
한국금융지주,유가,71050,기타 금융업,2003-07-21,12월,서울특별시
이엘씨,코스닥,41520,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2003-07-04,12월,충청남도
유엔젤,유가,72130,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2003-07-01,12월,경기도
SBS,유가,34120,텔레비전 방송업,2003-06-25,12월,서울특별시
홈캐스트,코스닥,64240,기타 전문 도매업,2003-06-11,12월,서울특별시
씨씨에스,코스닥,66790,텔레비전 방송업,2003-05-30,12월,충청북도
웹젠,코스닥,69080,소프트웨어 개발 및 공급업,2003-05-23,12월,경기도
엔씨소프트,유가,36570,소프트웨어 개발 및 공급업,2003-05-22,12월,서울특별시
하이스틸,유가,71090,1차 철강 제조업,2003-02-17,12월,충청남도
대화제약,코스닥,67080,의약품 제조업,2003-02-14,12월,강원특별자치도
우수AMS,코스닥,66590,자동차 신품 부품 제조업,2003-02-12,12월,경상남도
JW신약,코스닥,67290,의약품 제조업,2003-02-11,12월,경기도
하츠,코스닥,66130,가정용 기기 제조업,2003-02-11,12월,경기도
빅텍,코스닥,65450,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2003-02-05,12월,인천광역시
탑엔지니어링,코스닥,65130,특수 목적용 기계 제조업,2003-01-29,12월,경상북도
DSR제강,유가,69730,1차 철강 제조업,2003-01-28,12월,전라남도
이루온,코스닥,65440,소프트웨어 개발 및 공급업,2003-01-28,12월,경기도
태경케미컬,유가,6890,기초 화학물질 제조업,2003-01-28,12월,서울특별시
재영솔루텍,코스닥,49630,사진장비 및 광학기기 제조업,2003-01-24,12월,인천광역시
한국큐빅,코스닥,21650,플라스틱제품 제조업,2003-01-24,12월,경기도
인터플렉스,코스닥,51370,전자부품 제조업,2003-01-22,12월,경기도
삼영이엔씨,코스닥,65570,통신 및 방송 장비 제조업,2003-01-21,12월,부산광역시
하이퍼코퍼레이션,코스닥,65650,기계장비 및 관련 물품 도매업,2003-01-21,12월,서울특별시
한성크린텍,코스닥,66980,"건축기술, 엔지니어링 및 관련 기술 서비스업",2003-01-17,12월,서울특별시
리더스코스메틱,코스닥,16100,"골판지, 종이 상자 및 종이용기 제조업",2003-01-15,12월,서울특별시
한농화성,유가,11500,기타 화학제품 제조업,2003-01-09,12월,전북특별자치도
케이피엠테크,코스닥,42040,기타 전문 도매업,2003-01-07,12월,경기도
디티씨,코스닥,66670,전자부품 제조업,2002-12-30,12월,충청남도
아이로보틱스,코스닥,66430,기타 전문 도매업,2002-12-24,12월,경상남도
초록뱀미디어,코스닥,47820,"영화, 비디오물, 방송프로그램 제작 및 배급업",2002-12-24,12월,서울특별시
인크레더블버즈,코스닥,64090,상품 종합 도매업,2002-12-17,12월,서울특별시
쎌바이오텍,코스닥,49960,기초 의약물질 제조업,2002-12-13,12월,경기도
NE능률,코스닥,53290,"서적, 잡지 및 기타 인쇄물 출판업",2002-12-10,12월,서울특별시
테크엘,코스닥,64520,반도체 제조업,2002-12-04,12월,경기도
현대백화점,유가,69960,종합 소매업,2002-11-25,12월,서울특별시
KG이니시스,코스닥,35600,소프트웨어 개발 및 공급업,2002-11-22,12월,서울특별시
비엘팜텍,코스닥,65170,음·식료품 및 담배 도매업,2002-11-19,12월,경기도
대호에이엘,유가,69460,1차 비철금속 제조업,2002-11-11,12월,대구광역시
대웅제약,유가,69620,의약품 제조업,2002-11-01,12월,경기도
플래스크,코스닥,41590,실내건축 및 건축마무리 공사업,2002-11-01,12월,서울특별시
마니커,유가,27740,"도축, 육류 가공 및 저장 처리업",2002-10-29,12월,경기도
SNT홀딩스,유가,36530,기타 금융업,2002-10-22,12월,서울특별시
티케이지휴켐스,유가,69260,기타 화학제품 제조업,2002-10-07,12월,서울특별시
새로닉스,코스닥,42600,전자부품 제조업,2002-10-01,12월,경상북도
SJG세종,유가,33530,자동차 신품 부품 제조업,2002-09-25,12월,울산광역시
오리엔트정공,코스닥,65500,자동차 신품 부품 제조업,2002-09-19,12월,경상북도
DGP,코스닥,60900,전기업,2002-09-17,12월,전라남도
국보디자인,코스닥,66620,실내건축 및 건축마무리 공사업,2002-09-05,12월,서울특별시
아이톡시,코스닥,52770,소프트웨어 개발 및 공급업,2002-08-22,12월,서울특별시
에스아이리소스,코스닥,65420,기타 화학제품 제조업,2002-08-22,12월,서울특별시
포니링크,코스닥,64800,"섬유, 의복, 신발 및 가죽제품 소매업",2002-08-22,12월,서울특별시
포스코스틸리온,유가,58430,1차 철강 제조업,2002-08-16,12월,경상북도
폴라리스AI,코스닥,39980,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2002-08-13,12월,서울특별시
현대바이오,코스닥,48410,기타 화학제품 제조업,2002-08-08,12월,경상북도
삼성출판사,유가,68290,"서적, 잡지 및 기타 인쇄물 출판업",2002-08-05,12월,서울특별시
세이브존I&C,유가,67830,종합 소매업,2002-07-25,12월,서울특별시
에스피지,코스닥,58610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2002-07-23,12월,인천광역시
토탈소프트,코스닥,45340,소프트웨어 개발 및 공급업,2002-07-19,12월,부산광역시
교보증권,유가,30610,금융 지원 서비스업,2002-07-18,12월,서울특별시
서호전기,코스닥,65710,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2002-07-16,12월,경기도
파커스,코스닥,65690,고무제품 제조업,2002-07-16,12월,충청남도
한샘,유가,9240,생활용품 도매업,2002-07-16,12월,경기도
HC홈센타,코스닥,60560,기타 전문 도매업,2002-07-11,12월,대구광역시
서울리거,코스닥,43710,기타 전문 도매업,2002-07-11,12월,서울특별시
아비코전자,코스닥,36010,전자부품 제조업,2002-07-03,12월,경기도
큐렉소,코스닥,60280,기타 상품 전문 소매업,2002-07-03,12월,서울특별시
제이케이시냅스,코스닥,60230,기타 화학제품 제조업,2002-06-25,12월,충청남도
우원개발,코스닥,46940,기반조성 및 시설물 축조관련 전문공사업,2002-06-18,12월,서울특별시
티사이언티픽,코스닥,57680,소프트웨어 개발 및 공급업,2002-06-18,12월,서울특별시
인선이엔티,코스닥,60150,폐기물 처리업,2002-06-14,12월,경기도
와이어블,코스닥,65530,전기 통신업,2002-06-04,12월,서울특별시
SM Life Design,코스닥,63440,기록매체 복제업,2002-05-30,12월,경기도
우신시스템,유가,17370,특수 목적용 기계 제조업,2002-05-28,12월,서울특별시
지어소프트,코스닥,51160,소프트웨어 개발 및 공급업,2002-05-28,12월,서울특별시
지엔코,코스닥,65060,봉제의복 제조업,2002-05-28,12월,서울특별시
셀루메드,코스닥,49180,기초 의약물질 제조업,2002-05-23,12월,서울특별시
KH바텍,코스닥,60720,전자부품 제조업,2002-05-21,12월,경상북도
알에프텍,코스닥,61040,통신 및 방송 장비 제조업,2002-05-16,12월,경기도
에스폴리텍,코스닥,50760,플라스틱제품 제조업,2002-05-16,12월,충청북도
이랜텍,코스닥,54210,전자부품 제조업,2002-05-09,12월,경기도
ES큐브,코스닥,50120,생활용품 도매업,2002-04-25,12월,서울특별시
케이피티유,코스닥,54410,기타 금속 가공제품 제조업,2002-04-25,12월,경기도
3S,코스닥,60310,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2002-04-23,03월,서울특별시
LG전자,유가,66570,통신 및 방송 장비 제조업,2002-04-22,12월,서울특별시
화일약품,코스닥,61250,의약품 제조업,2002-04-18,12월,경기도
오상자이엘,코스닥,53980,소프트웨어 개발 및 공급업,2002-04-09,12월,인천광역시
콜마홀딩스,유가,24720,기타 금융업,2002-04-09,12월,세종특별자치시
농우바이오,코스닥,54050,작물 재배업,2002-04-02,12월,경기도
케이엘넷,코스닥,39420,전기 통신업,2002-03-12,12월,서울특별시
SNT모티브,유가,64960,자동차 신품 부품 제조업,2002-03-11,12월,부산광역시
에스티아이,코스닥,39440,특수 목적용 기계 제조업,2002-02-28,12월,경기도
잉크테크,코스닥,49550,기타 화학제품 제조업,2002-02-28,12월,경기도
대한뉴팜,코스닥,54670,의약품 제조업,2002-02-26,12월,경기도
씨티씨바이오,코스닥,60590,의약품 제조업,2002-02-21,12월,경기도
인탑스,코스닥,49070,통신 및 방송 장비 제조업,2002-02-21,12월,경기도
LS마린솔루션,코스닥,60370,전기 및 통신 공사업,2002-02-15,12월,부산광역시
피씨디렉트,코스닥,51380,기계장비 및 관련 물품 도매업,2002-02-15,12월,서울특별시
광주신세계,유가,37710,종합 소매업,2002-02-07,12월,광주광역시
구영테크,코스닥,53270,자동차 신품 부품 제조업,2002-02-07,12월,대구광역시
한국기업평가,코스닥,34950,기타 사업지원 서비스업,2002-02-07,12월,서울특별시
뉴보텍,코스닥,60260,플라스틱제품 제조업,2002-02-05,12월,강원특별자치도
동양에스텍,코스닥,60380,1차 철강 제조업,2002-02-05,12월,대전광역시
백금T&A,코스닥,46310,통신 및 방송 장비 제조업,2002-02-05,12월,경기도
고려신용정보,코스닥,49720,기타 사업지원 서비스업,2002-01-31,12월,서울특별시
제일바이오,코스닥,52670,의약품 제조업,2002-01-24,12월,경기도
서울반도체,코스닥,46890,반도체 제조업,2002-01-17,12월,경기도
아가방컴퍼니,코스닥,13990,생활용품 도매업,2002-01-17,12월,서울특별시
한주에이알티,코스닥,58450,"영화, 비디오물, 방송프로그램 제작 및 배급업",2002-01-17,12월,서울특별시
미코,코스닥,59090,반도체 제조업,2002-01-15,12월,경기도
유신,코스닥,54930,"건축기술, 엔지니어링 및 관련 기술 서비스업",2002-01-15,12월,서울특별시
프럼파스트,코스닥,35200,플라스틱제품 제조업,2002-01-15,12월,세종특별자치시
한국컴퓨터,코스닥,54040,전자부품 제조업,2002-01-15,12월,경상북도
대동스틸,코스닥,48470,기타 전문 도매업,2002-01-10,12월,인천광역시
